Date,"VOC, ppm",AQS,"Temperature, ¶øC","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3",Latitude,Longitude
2025-04-01 14:54:00,Valores de PM en rojo,57,25,31,997.09,1,2,3,"39,931,288","-2,035,397"
2025-04-01 14:53:00,los d¡as que los COV daban raro.,57,25,30,997.07,2,3,4,"39,931,288","-2,035,397"
2025-04-01 14:52:00,Parece que el sensor de COV se descalibr¢,57,25,30,997.11,2,3,4,"39,931,288","-2,035,397"
2025-04-01 14:51:00,os pregunt‚ y me dijisteis de borrar los COV y marcar esos PM en rojo,57,25,30,997.13,2,3,4,,
2025-04-01 14:50:00,,57,25,29,997.14,2,3,4,,
2025-04-01 14:49:00,,57,25,30,997.16,2,3,4,,
2025-04-01 14:48:00,,57,25,30,997.19,2,3,4,,
2025-04-01 14:47:00,,57,25,31,997.18,2,3,4,,
2025-04-01 14:46:00,,58,25,30,997.2,2,3,4,,
2025-04-01 14:45:00,,58,25,30,997.25,2,3,4,,
2025-04-01 14:44:00,,58,25,30,997.24,2,3,4,,
2025-04-01 14:43:00,,58,25,30,997.27,2,3,4,,
2025-04-01 14:42:00,,58,25,30,997.3,2,3,4,,
2025-04-01 14:41:00,,58,25,30,997.32,1,3,4,,
2025-04-01 14:40:00,,58,25,31,997.34,2,3,5,,
2025-04-01 14:39:00,,58,25,31,997.35,2,3,5,,
2025-04-01 14:38:00,,58,25,31,997.41,2,3,5,,
2025-04-01 14:37:00,,58,25,31,997.41,2,3,5,,
2025-04-01 14:36:00,,58,25,31,997.44,2,3,5,,
2025-04-01 14:35:00,,58,25,31,997.48,2,3,5,,
2025-04-01 14:34:00,,58,25,31,997.5,2,3,5,,
2025-04-01 14:33:00,,58,25,31,997.51,2,3,5,,
2025-04-01 14:32:00,,59,25,32,997.5,2,3,5,,
2025-04-01 14:31:00,,59,25,32,997.55,2,3,5,,
2025-04-01 14:30:00,,59,25,32,997.54,2,3,5,,
2025-04-01 14:29:00,,59,25,32,997.55,2,3,5,,
2025-04-01 14:28:00,,59,25,32,997.55,2,3,5,,
2025-04-01 14:27:00,,58,25,32,997.59,2,3,5,,
2025-04-01 14:26:00,,58,25,31,997.6,2,3,5,,
2025-04-01 14:25:00,,57,25,31,997.59,1,3,5,,
2025-04-01 14:24:00,,57,25,31,997.59,1,4,5,,
2025-04-01 14:23:00,,57,25,32,997.61,2,4,5,,
2025-04-01 14:22:00,,57,25,32,997.64,2,4,5,,
2025-04-01 14:21:00,,57,24,33,997.66,2,4,5,,
2025-04-01 14:20:00,,57,24,33,997.66,2,4,5,,
2025-04-01 14:19:00,,57,24,34,997.7,2,4,5,,
2025-04-01 14:18:00,,57,24,34,997.72,2,4,5,,
2025-04-01 14:17:00,,57,24,33,997.77,2,4,5,,
2025-04-01 14:16:00,,56,24,33,997.76,2,4,5,,
2025-04-01 14:15:00,,56,24,34,997.77,2,4,5,,
2025-04-01 14:14:00,,56,24,34,997.78,2,4,5,,
2025-04-01 14:13:00,,56,24,33,997.82,2,4,5,,
2025-04-01 14:12:00,,56,23,33,997.85,2,4,5,,
2025-04-01 14:11:00,,56,23,36,997.86,2,4,5,,
2025-04-01 14:10:00,,56,23,35,997.88,2,4,5,,
2025-04-01 14:09:00,,56,23,36,997.89,2,4,5,,
2025-04-01 14:08:00,,56,23,36,997.89,2,4,5,,
2025-04-01 14:07:00,,56,23,34,997.9,3,4,5,,
2025-04-01 14:06:00,,56,24,34,997.87,3,4,5,,
2025-04-01 14:05:00,,56,24,34,997.88,3,4,5,,
2025-04-01 14:04:00,,56,24,34,997.88,3,4,5,,
2025-04-01 14:03:00,,56,24,34,997.93,3,4,5,,
2025-04-01 14:02:00,,56,24,34,997.89,3,4,5,,
2025-04-01 14:01:00,,57,24,33,997.95,3,4,5,,
2025-04-01 14:00:00,,57,24,34,997.97,3,4,5,,
2025-04-01 13:59:00,,57,24,34,997.99,3,4,5,,
2025-04-01 13:58:00,,57,25,32,997.98,3,4,5,,
2025-04-01 13:57:00,,57,25,32,997.98,3,4,5,,
2025-04-01 13:56:00,,58,25,33,998.02,3,4,5,,
2025-04-01 13:55:00,,58,25,33,998.01,3,4,5,,
2025-04-01 13:54:00,,58,25,33,998.04,3,4,5,,
2025-04-01 13:53:00,,58,25,33,998.04,2,4,5,,
2025-04-01 13:52:00,,58,25,33,998.07,2,4,6,,
2025-04-01 13:51:00,,58,25,33,998.11,3,5,6,,
2025-04-01 13:50:00,,58,25,33,998.14,3,5,6,,
2025-04-01 13:49:00,,58,25,33,998.14,3,5,6,,
2025-04-01 13:48:00,,58,25,33,998.13,3,5,6,,
2025-04-01 13:47:00,,58,25,33,998.15,3,5,6,,
2025-04-01 13:46:00,,57,25,33,998.2,3,5,6,,
2025-04-01 13:45:00,,57,25,33,998.2,3,5,6,,
2025-04-01 13:44:00,,57,25,33,998.18,3,5,6,,
2025-04-01 13:43:00,,57,25,33,998.21,3,5,6,,
2025-04-01 13:42:00,,57,25,33,998.21,3,5,6,,
2025-04-01 13:41:00,,57,25,32,998.22,3,5,6,,
2025-04-01 13:40:00,,56,25,32,998.26,3,5,6,,
2025-04-01 13:39:00,,56,25,32,998.3,3,5,6,,
2025-04-01 13:38:00,,55,24,34,998.32,3,5,6,,
2025-04-01 13:37:00,,55,24,34,998.35,3,4,5,,
2025-04-01 13:36:00,,55,24,34,998.42,4,5,6,,
2025-04-01 13:35:00,,55,24,33,998.45,5,6,7,,
2025-04-01 13:34:00,,55,24,33,998.43,5,6,7,,
2025-04-01 13:33:00,,55,24,33,998.43,5,6,7,,
2025-04-01 13:32:00,,56,24,34,998.44,5,6,7,,
2025-04-01 13:31:00,,56,24,34,998.47,5,6,7,,
2025-04-01 13:30:00,,57,24,34,998.48,5,6,7,,
2025-04-01 13:29:00,,57,24,34,998.53,5,6,7,,
2025-04-01 13:28:00,,57,24,34,998.54,5,6,7,,
2025-04-01 13:27:00,,57,24,33,998.56,5,6,7,,
2025-04-01 13:26:00,,57,24,33,998.58,5,6,7,,
2025-04-01 13:25:00,,57,24,34,998.6,5,6,7,,
2025-04-01 13:24:00,,57,24,35,998.62,5,6,7,,
2025-04-01 13:23:00,,58,24,35,998.63,5,6,7,,
2025-04-01 13:22:00,,58,24,35,998.69,5,6,7,,
2025-04-01 13:21:00,,58,24,35,998.72,4,6,7,,
2025-04-01 13:20:00,,57,24,35,998.7,5,6,8,,
2025-04-01 13:19:00,,57,24,35,998.75,6,7,9,,
2025-04-01 13:18:00,,57,24,35,998.76,6,7,9,,
2025-04-01 13:17:00,,58,24,34,998.77,6,7,9,,
2025-04-01 13:16:00,,58,24,34,998.79,6,7,9,,
2025-04-01 13:15:00,,59,24,34,998.8,6,7,9,,
2025-04-01 13:14:00,,59,24,34,998.83,6,7,9,,
2025-04-01 13:13:00,,59,24,34,998.82,6,7,9,,
2025-04-01 13:12:00,,59,24,34,998.82,6,7,9,,
2025-04-01 13:11:00,,59,24,33,998.85,6,7,9,,
2025-04-01 13:10:00,,59,24,33,998.9,6,7,9,,
2025-04-01 13:09:00,,58,24,34,998.86,6,7,9,,
2025-04-01 13:08:00,,58,24,34,998.9,6,7,9,,
2025-04-01 13:07:00,,58,24,34,998.93,6,7,9,,
2025-04-01 13:06:00,,58,24,34,998.9,6,7,9,,
2025-04-01 13:05:00,,57,24,33,998.91,6,7,8,,
2025-04-01 13:04:00,,57,24,33,998.93,6,9,11,,
2025-04-01 13:03:00,,57,24,33,998.92,7,9,10,,
2025-04-01 13:02:00,,58,24,33,998.93,7,9,10,,
2025-04-01 13:01:00,,57,24,32,998.89,7,9,10,,
2025-04-01 13:00:00,,57,24,32,998.93,7,9,10,,
2025-04-01 12:59:00,,57,24,30,998.93,7,9,10,,
2025-04-01 12:58:00,,56,25,30,998.95,7,9,10,,
2025-04-01 12:57:00,,56,25,30,998.97,7,9,10,,
2025-04-01 12:56:00,,56,25,30,998.99,7,9,10,,
2025-04-01 12:55:00,,56,25,30,998.98,7,9,10,,
2025-04-01 12:54:00,,56,25,30,999.01,7,9,10,,
2025-04-01 12:53:00,,57,25,31,999.02,7,9,10,,
2025-04-01 12:52:00,,57,24,32,999.06,7,9,10,,
2025-04-01 12:51:00,,57,24,32,999.08,7,9,10,,
2025-04-01 12:50:00,,57,24,32,999.1,7,9,10,,
2025-04-01 12:49:00,,57,23,32,999.11,7,9,10,,
2025-04-01 12:48:00,,57,24,32,999.14,6,7,8,,
2025-04-01 12:47:00,,57,24,31,999.14,7,8,9,,
2025-04-01 12:46:00,,57,24,32,999.14,7,8,9,,
2025-04-01 12:45:00,,57,24,32,999.13,7,8,9,,
2025-04-01 12:44:00,,57,24,32,999.13,7,8,9,,
2025-04-01 12:43:00,,58,24,31,999.13,7,8,9,,
2025-04-01 12:42:00,,58,24,31,999.2,7,8,9,,
2025-04-01 12:41:00,,58,24,32,999.18,7,8,9,,
2025-04-01 12:40:00,,58,24,32,999.2,7,8,9,,
2025-04-01 12:39:00,,58,24,32,999.22,7,8,9,,
2025-04-01 12:38:00,,59,24,31,999.23,7,8,9,,
2025-04-01 12:37:00,,59,24,31,999.22,7,8,9,,
2025-04-01 12:36:00,,59,24,31,999.22,7,8,9,,
2025-04-01 12:35:00,,59,24,32,999.25,7,8,9,,
2025-04-01 12:34:00,,59,23,33,999.25,7,8,9,,
2025-04-01 12:33:00,,59,23,33,999.25,7,8,9,,
2025-04-01 12:32:00,,59,23,33,999.26,6,9,10,,
2025-04-01 12:31:00,,59,23,33,999.26,9,11,11,,
2025-04-01 12:30:00,,59,23,32,999.28,9,11,11,,
2025-04-01 12:29:00,,59,23,32,999.28,9,11,11,,
2025-04-01 12:28:00,,59,23,31,999.3,9,11,11,,
2025-04-01 12:27:00,,59,23,32,999.31,9,11,11,,
2025-04-01 12:26:00,,59,23,32,999.29,9,11,11,,
2025-04-01 12:25:00,,59,24,31,999.27,9,11,11,,
2025-04-01 12:24:00,,59,24,31,999.28,9,11,11,,
2025-04-01 12:23:00,,59,24,32,999.28,9,11,11,,
2025-04-01 12:22:00,,59,24,32,999.28,9,11,11,,
2025-04-01 12:21:00,,59,24,32,999.27,9,11,11,,
2025-04-01 12:20:00,,58,24,32,999.26,9,11,11,,
2025-04-01 12:19:00,,58,24,32,999.28,9,11,11,,
2025-04-01 12:18:00,,58,24,32,999.3,9,11,11,,
2025-04-01 12:17:00,,58,23,33,999.3,9,11,11,,
2025-04-01 12:16:00,,58,24,31,999.31,7,9,10,,
2025-04-01 12:15:00,,58,24,31,999.28,3,5,6,,
2025-04-01 12:14:00,,58,24,30,999.28,3,5,6,,
2025-04-01 12:13:00,,58,24,30,999.28,3,5,6,,
2025-04-01 12:12:00,,58,24,29,999.27,3,5,6,,
2025-04-01 12:11:00,,58,24,29,999.25,3,5,6,,
2025-04-01 12:10:00,,57,24,28,999.24,3,5,6,,
2025-04-01 12:09:00,,57,24,25,999.22,3,5,6,,
2025-04-01 12:08:00,,57,24,23,999.25,3,5,6,,
2025-04-01 12:07:00,,57,24,23,999.27,3,5,6,,
2025-04-01 12:06:00,,57,24,22,999.27,3,5,6,,
2025-04-01 12:05:00,,57,24,22,999.29,3,5,6,,
2025-04-01 12:04:00,,57,24,23,999.27,3,5,6,,
2025-04-01 12:03:00,,57,24,23,999.31,3,5,6,,
2025-04-01 12:02:00,,56,23,22,999.31,3,5,6,,
2025-04-01 12:01:00,,55,23,23,999.33,3,4,5,,
2025-04-01 12:00:00,,55,23,23,999.33,2,4,5,,
2025-04-01 11:59:00,,54,24,22,999.33,3,5,6,,
2025-04-01 11:58:00,,54,24,22,999.35,3,5,6,,
2025-04-01 11:57:00,,54,24,22,999.37,3,5,6,,
2025-04-01 11:56:00,,53,24,23,999.38,3,5,6,,
2025-04-01 11:55:00,,53,24,23,999.4,3,5,6,,
2025-04-01 11:54:00,,53,24,23,999.38,3,5,6,,
2025-04-01 11:53:00,,53,23,24,999.4,3,5,6,,
2025-04-01 11:52:00,,53,23,24,999.43,3,5,6,,
2025-04-01 11:51:00,,52,23,24,999.45,3,5,6,,
2025-04-01 11:50:00,,52,23,24,999.44,3,5,6,,
2025-04-01 11:49:00,,52,23,24,999.45,3,5,6,,
2025-04-01 11:48:00,,52,23,25,999.47,3,5,6,,
2025-04-01 11:47:00,,51,23,24,999.48,3,5,6,,
2025-04-01 11:46:00,,51,23,24,999.48,3,5,6,,
2025-04-01 11:45:00,,50,22,25,999.48,3,5,5,,
2025-04-01 11:44:00,,49,23,24,999.52,3,4,5,,
2025-04-01 11:43:00,,49,23,24,999.51,5,7,8,,
2025-04-01 11:42:00,,49,23,23,999.51,5,7,8,,
2025-04-01 11:41:00,,49,23,24,999.55,5,7,8,,
2025-04-01 11:40:00,,49,23,24,999.55,5,7,8,,
2025-04-01 11:39:00,,48,23,24,999.57,5,7,8,,
2025-04-01 11:38:00,,48,23,24,999.58,5,7,8,,
2025-04-01 11:37:00,,48,23,24,999.55,5,7,8,,
2025-04-01 11:36:00,,48,23,25,999.58,5,7,8,,
2025-04-01 11:35:00,,48,23,25,999.59,5,7,8,,
2025-04-01 11:34:00,,48,23,25,999.58,5,7,8,,
2025-04-01 11:33:00,,48,23,25,999.59,5,7,8,,
2025-04-01 11:32:00,,48,23,25,999.6,5,7,8,,
2025-04-01 11:31:00,,47,23,25,999.61,5,7,8,,
2025-04-01 11:30:00,,46,23,26,999.61,5,7,8,,
2025-04-01 11:29:00,,46,23,26,999.61,5,6,8,,
2025-04-01 11:28:00,,45,23,25,999.62,3,5,6,,
2025-04-01 11:27:00,,45,23,26,999.62,4,5,6,,
2025-04-01 11:26:00,,45,23,25,999.62,4,5,6,,
2025-04-01 11:25:00,,44,23,25,999.62,4,5,6,,
2025-04-01 11:24:00,,44,23,25,999.61,4,5,6,,
2025-04-01 11:23:00,,44,23,26,999.61,4,5,6,,
2025-04-01 11:22:00,,45,23,26,999.62,4,5,6,,
2025-04-01 11:21:00,,45,23,26,999.64,4,5,6,,
2025-04-01 11:20:00,,45,23,25,999.62,4,5,6,,
2025-04-01 11:19:00,,45,23,26,999.6,4,5,6,,
2025-04-01 11:18:00,,46,23,26,999.62,4,5,6,,
2025-04-01 11:17:00,,47,23,26,999.63,4,5,6,,
2025-04-01 11:16:00,,47,23,26,999.64,4,5,6,,
2025-04-01 11:15:00,,47,23,26,999.7,4,5,6,,
2025-04-01 11:14:00,,47,23,26,999.72,4,5,6,,
2025-04-01 11:13:00,,47,23,25,999.72,4,5,6,,
2025-04-01 11:12:00,,46,23,25,999.76,4,6,7,,
2025-04-01 11:11:00,,46,23,25,999.78,3,4,5,,
2025-04-01 11:10:00,,46,23,27,999.82,3,4,5,,
2025-04-01 11:09:00,,46,23,26,999.83,3,4,5,,
2025-04-01 11:08:00,,46,23,26,999.83,3,4,5,,
2025-04-01 11:07:00,,46,23,26,999.82,3,4,5,,
2025-04-01 11:06:00,,47,23,26,999.86,3,4,5,,
2025-04-01 11:05:00,,47,23,26,999.85,3,4,5,,
2025-04-01 11:04:00,,48,23,26,999.88,3,4,5,,
2025-04-01 11:03:00,,48,23,27,999.88,3,4,5,,
2025-04-01 11:02:00,,49,23,26,999.9,3,4,5,,
2025-04-01 11:01:00,,49,23,26,999.91,3,4,5,,
2025-04-01 11:00:00,,50,22,27,999.91,3,4,5,,
2025-04-01 10:59:00,,50,22,28,999.92,3,4,5,,
2025-04-01 10:58:00,,51,22,27,999.95,3,4,5,,
2025-04-01 10:57:00,,50,22,26,999.97,3,4,5,,
2025-04-01 10:56:00,,50,22,26,999.98,3,5,7,,
2025-04-01 10:55:00,,50,22,26,999.99,4,5,6,,
2025-04-01 10:54:00,,50,22,27,1000,4,5,6,,
2025-04-01 10:53:00,,51,22,27,999.99,4,5,6,,
2025-04-01 10:52:00,,51,22,27,1000,4,5,6,,
2025-04-01 10:51:00,,52,22,28,1000,4,5,6,,
2025-04-01 10:50:00,,52,22,27,1000.01,4,5,6,,
2025-04-01 10:49:00,,53,22,27,1000.02,4,5,6,,
2025-04-01 10:48:00,,53,22,27,1000.02,4,5,6,,
2025-04-01 10:47:00,,53,22,28,1000.02,4,5,6,,
2025-04-01 10:46:00,,54,22,28,1000.03,4,5,6,,
2025-04-01 10:45:00,,54,21,27,1000.04,4,5,6,,
2025-04-01 10:44:00,,55,21,30,1000.03,4,5,6,,
2025-04-01 10:43:00,,55,21,29,1000.03,4,5,6,,
2025-04-01 10:42:00,,55,21,29,1000.07,4,5,6,,
2025-04-01 10:41:00,,55,21,29,1000.1,4,5,6,,
2025-04-01 10:40:00,,55,21,29,1000.12,4,5,7,,
2025-04-01 10:39:00,,55,21,29,1000.11,4,7,8,,
2025-04-01 10:38:00,,55,21,29,1000.12,5,7,8,,
2025-04-01 10:37:00,,56,21,30,1000.12,5,7,8,,
2025-04-01 10:36:00,,56,21,30,1000.15,5,7,8,,
2025-04-01 10:35:00,,56,21,30,1000.15,5,7,8,,
2025-04-01 10:34:00,,57,21,30,1000.17,5,7,8,,
2025-04-01 10:33:00,,57,21,29,1000.19,5,7,8,,
2025-04-01 10:32:00,,58,21,30,1000.21,5,7,8,,
2025-04-01 10:31:00,,58,21,31,1000.22,5,7,8,,
2025-04-01 10:30:00,,58,21,31,1000.26,5,7,8,,
2025-04-01 10:29:00,,58,21,31,1000.27,5,7,8,,
2025-04-01 10:28:00,,58,21,31,1000.26,5,7,8,,
2025-04-01 10:27:00,,58,21,31,1000.28,5,7,8,,
2025-04-01 10:26:00,,58,21,30,1000.31,5,7,8,,
2025-04-01 10:25:00,,57,20,32,1000.33,5,7,8,,
2025-04-01 10:24:00,,57,20,32,1000.31,4,6,7,,
2025-04-01 10:23:00,,57,20,33,1000.34,6,8,9,,
2025-04-01 10:22:00,,57,20,33,1000.32,7,9,10,,
2025-04-01 10:21:00,,57,20,33,1000.33,7,9,10,,
2025-04-01 10:20:00,,57,20,34,1000.34,7,9,10,,
2025-04-01 10:19:00,,57,20,33,1000.34,7,9,10,,
2025-04-01 10:18:00,,57,20,33,1000.36,7,9,10,,
2025-04-01 10:17:00,,58,20,33,1000.37,7,9,10,,
2025-04-01 10:16:00,,59,20,33,1000.39,7,9,10,,
2025-04-01 10:15:00,,59,20,33,1000.41,7,9,10,,
2025-04-01 10:14:00,,59,20,33,1000.42,7,9,10,,
2025-04-01 10:13:00,,59,20,34,1000.42,7,9,10,,
2025-04-01 10:12:00,,59,20,33,1000.46,7,9,10,,
2025-04-01 10:11:00,,60,20,34,1000.43,7,9,10,,
2025-04-01 10:10:00,,60,20,33,1000.47,7,9,10,,
2025-04-01 10:09:00,,59,19,34,1000.49,7,9,10,,
2025-04-01 10:08:00,,59,19,35,1000.5,6,8,9,,
2025-04-01 10:07:00,,59,19,35,1000.52,5,7,8,,
2025-04-01 10:06:00,,59,19,35,1000.52,5,7,8,,
2025-04-01 10:05:00,,59,19,35,1000.52,5,7,8,,
2025-04-01 10:04:00,,60,19,35,1000.54,5,7,8,,
2025-04-01 10:03:00,,60,19,35,1000.54,5,7,8,,
2025-04-01 10:02:00,,60,19,35,1000.54,5,7,8,,
2025-04-01 10:01:00,,60,19,35,1000.52,5,7,8,,
2025-04-01 10:00:00,,60,19,36,1000.55,5,7,8,,
2025-04-01 9:59:00,,60,19,35,1000.54,5,7,8,,
2025-04-01 9:58:00,,60,19,36,1000.57,5,7,8,,
2025-04-01 9:57:00,,61,19,36,1000.62,5,7,8,,
2025-04-01 9:56:00,,61,19,36,1000.6,5,7,8,,
2025-04-01 9:55:00,,61,19,36,1000.64,5,7,8,,
2025-04-01 9:54:00,,61,19,35,1000.63,5,7,8,,
2025-04-01 9:53:00,,60,18,37,1000.62,5,7,8,,
2025-04-01 9:52:00,,60,18,38,1000.63,4,6,7,,
2025-04-01 9:51:00,,60,18,37,1000.64,4,6,8,,
2025-04-01 9:50:00,,60,18,37,1000.63,5,7,8,,
2025-04-01 9:49:00,,60,18,37,1000.64,5,7,8,,
2025-04-01 9:48:00,,60,18,37,1000.65,5,7,8,,
2025-04-01 9:47:00,,60,18,38,1000.65,5,7,8,,
2025-04-01 9:46:00,,60,18,38,1000.64,5,7,8,,
2025-04-01 9:45:00,,59,18,38,1000.66,5,7,8,,
2025-04-01 9:44:00,,60,18,38,1000.64,5,7,8,,
2025-04-01 9:43:00,,60,18,38,1000.65,5,7,8,,
2025-04-01 9:42:00,,61,18,38,1000.65,5,7,8,,
2025-04-01 9:41:00,,61,18,38,1000.66,5,7,8,,
2025-04-01 9:40:00,,60,18,37,1000.69,5,7,8,,
2025-04-01 9:39:00,,60,18,38,1000.71,5,7,8,,
2025-04-01 9:38:00,,60,18,38,1000.71,5,7,8,,
2025-04-01 9:37:00,,60,17,39,1000.73,5,7,8,,
2025-04-01 9:36:00,,59,17,40,1000.74,5,6,7,,
2025-04-01 9:35:00,,59,17,40,1000.74,4,7,8,,
2025-04-01 9:34:00,,60,17,40,1000.76,5,7,8,,
2025-04-01 9:33:00,,60,17,40,1000.78,5,7,8,,
2025-04-01 9:32:00,,60,17,40,1000.8,5,7,8,,
2025-04-01 9:31:00,,60,17,40,1000.81,5,7,8,,
2025-04-01 9:30:00,,60,17,40,1000.82,5,7,8,,
2025-04-01 9:29:00,,60,17,40,1000.84,5,7,8,,
2025-04-01 9:28:00,,61,17,40,1000.82,5,7,8,,
2025-04-01 9:27:00,,61,17,40,1000.82,5,7,8,,
2025-04-01 9:26:00,,61,17,40,1000.79,5,7,8,,
2025-04-01 9:25:00,,61,17,40,1000.77,5,7,8,,
2025-04-01 9:24:00,,61,17,40,1000.76,5,7,8,,
2025-04-01 9:23:00,,61,17,41,1000.77,5,7,8,,
2025-04-01 9:22:00,,61,17,41,1000.8,5,7,8,,
2025-04-01 9:21:00,,61,17,41,1000.83,5,7,8,,
2025-04-01 9:20:00,,61,17,41,1000.83,2,4,6,,
2025-04-01 9:19:00,,61,17,41,1000.86,2,4,5,,
2025-04-01 9:18:00,,62,17,42,1000.86,2,4,5,,
2025-04-01 9:17:00,,63,16,43,1000.87,2,4,5,,
2025-04-01 9:16:00,,64,16,44,1000.87,2,4,5,,
2025-04-01 9:15:00,,64,16,43,1000.91,2,4,5,,
2025-04-01 9:14:00,,65,16,43,1000.92,2,4,5,,
2025-04-01 9:13:00,,65,16,43,1000.92,2,4,5,,
2025-04-01 9:12:00,,66,16,43,1000.93,2,4,5,,
2025-04-01 9:11:00,,66,16,43,1000.94,2,4,5,,
2025-04-01 9:10:00,,67,16,43,1000.96,2,4,5,,
2025-04-01 9:09:00,,67,16,43,1000.95,2,4,5,,
2025-04-01 9:08:00,,67,16,43,1000.97,2,4,5,,
2025-04-01 9:07:00,,67,15,43,1001.03,2,4,5,,
2025-04-01 9:06:00,,68,15,44,1001.04,2,4,5,,
2025-04-01 9:05:00,,68,15,44,1001.05,1,3,4,,
2025-04-01 9:04:00,,68,15,44,1001.04,1,2,4,,
2025-04-01 9:03:00,,68,15,45,1001.07,2,3,5,,
2025-04-01 9:02:00,,69,15,45,1001.1,2,3,5,,
2025-04-01 9:01:00,,69,15,45,1001.1,2,3,5,,
2025-04-01 9:00:00,,71,15,44,1001.09,2,3,5,,
2025-04-01 8:59:00,,73,15,44,1001.08,2,3,5,,
2025-04-01 8:58:00,,74,14,47,1001.06,2,3,5,,
2025-04-01 8:57:00,,75,14,46,1001.06,2,3,5,,
2025-04-01 8:56:00,,76,14,46,1001.04,2,3,5,,
2025-04-01 8:55:00,,76,14,47,1001.06,2,3,5,,
2025-04-01 8:54:00,,76,14,47,1001.06,2,3,5,,
2025-04-01 8:53:00,,77,14,47,1001.06,2,3,5,,
2025-04-01 8:52:00,,77,13,47,1001.07,2,3,5,,
2025-04-01 8:51:00,,77,13,49,1001.09,2,3,5,,
2025-04-01 8:50:00,,77,13,49,1001.08,2,3,5,,
2025-04-01 8:49:00,,77,12,48,1001.09,2,3,4,,
2025-04-01 8:48:00,,77,13,48,1001.13,1,3,4,,
2025-04-01 8:47:00,,77,12,51,1001.14,2,3,4,,
2025-04-01 8:46:00,,77,12,51,1001.14,2,3,4,,
2025-04-01 8:45:00,,76,12,51,1001.13,2,3,4,,
2025-04-01 8:44:00,,76,12,50,1001.13,2,3,4,,
2025-04-01 8:43:00,,76,12,51,1001.13,2,3,4,,
2025-04-01 8:42:00,,76,12,50,1001.15,2,3,4,,
2025-04-01 8:41:00,,75,11,52,1001.18,2,3,4,,
2025-04-01 8:40:00,,75,11,53,1001.19,2,3,4,,
2025-04-01 8:39:00,,74,11,53,1001.2,2,3,4,,
2025-04-01 8:38:00,,74,11,53,1001.2,2,3,4,,
2025-04-01 8:37:00,,73,11,53,1001.21,2,3,4,,
2025-04-01 8:36:00,,73,11,53,1001.21,2,3,4,,
2025-04-01 8:35:00,,72,11,53,1001.25,2,3,4,,
2025-04-01 8:34:00,,71,11,52,1001.24,2,3,4,,
2025-04-01 8:33:00,,70,11,53,1001.25,2,3,4,,
2025-04-01 8:32:00,,70,11,53,1001.25,2,4,5,,
2025-04-01 8:31:00,,69,11,51,1001.25,3,4,6,,
2025-04-01 8:30:00,,69,12,50,1001.24,3,4,6,,
2025-04-01 8:29:00,,69,12,50,1001.24,3,4,6,,
2025-04-01 8:28:00,,69,12,50,1001.24,3,4,6,,
2025-04-01 8:27:00,,69,11,51,1001.25,3,4,6,,
2025-04-01 8:26:00,,69,11,54,1001.27,3,4,6,,
2025-04-01 8:25:00,,69,11,54,1001.28,3,4,6,,
2025-04-01 8:24:00,,69,11,54,1001.3,3,4,6,,
2025-04-01 8:23:00,,70,11,54,1001.33,3,4,6,,
2025-04-01 8:22:00,,71,11,54,1001.32,3,4,6,,
2025-04-01 8:21:00,,73,11,54,1001.32,3,4,6,,
2025-04-01 8:20:00,,74,11,54,1001.3,3,4,6,,
2025-04-01 8:19:00,,75,11,54,1001.29,3,4,6,,
2025-04-01 8:18:00,,75,11,53,1001.29,3,4,6,,
2025-04-01 8:17:00,,75,10,53,1001.28,3,4,6,,
2025-04-01 8:16:00,,75,11,53,1001.28,2,3,5,,
2025-04-01 8:15:00,,77,11,53,1001.29,2,4,5,,
2025-04-01 8:14:00,,79,11,53,1001.26,2,4,5,,
2025-04-01 8:13:00,,80,11,53,1001.24,2,4,5,,
2025-04-01 8:12:00,,81,11,53,1001.25,2,4,5,,
2025-04-01 8:11:00,,82,11,53,1001.21,2,4,5,,
2025-04-01 8:10:00,,82,11,53,1001.2,2,4,5,,
2025-04-01 8:09:00,,82,10,54,1001.21,2,4,5,,
2025-04-01 8:08:00,,83,10,56,1001.22,2,4,5,,
2025-04-01 8:07:00,,84,10,56,1001.22,2,4,5,,
2025-04-01 8:06:00,,84,10,56,1001.22,2,4,5,,
2025-04-01 8:05:00,,84,10,55,1001.22,2,4,5,,
2025-04-01 8:04:00,,84,10,55,1001.19,2,4,5,,
2025-04-01 8:03:00,,84,10,56,1001.19,2,4,5,,
2025-04-01 8:02:00,,84,10,56,1001.19,2,4,5,,
2025-04-01 8:01:00,,84,9,58,1001.19,2,4,5,,
2025-04-01 8:00:00,,83,9,58,1001.17,1,3,4,,
2025-04-01 7:59:00,,83,9,58,1001.18,2,4,5,,
2025-04-01 7:58:00,,83,9,58,1001.16,2,4,5,,
2025-04-01 7:57:00,,83,9,58,1001.19,2,4,5,,
2025-04-01 7:56:00,,83,9,58,1001.22,2,4,5,,
2025-04-01 7:55:00,,83,9,58,1001.21,2,4,5,,
2025-04-01 7:54:00,,83,9,57,1001.21,2,4,5,,
2025-04-01 7:53:00,,83,9,57,1001.21,2,4,5,,
2025-04-01 7:52:00,,83,9,57,1001.21,2,4,5,,
2025-04-01 7:51:00,,83,9,58,1001.21,2,4,5,,
2025-04-01 7:50:00,,83,9,58,1001.21,2,4,5,,
