"Date,""VOC, ppm"",""AQS"",""Temperature, °C"",""Humidity, %"",""Pressure, mbar"",""PM1, ug/m3"",""PM2.5, ug/m3"",""PM10, ug/m3"",""Latitude"",""Longitude"""
"2025-04-28 21:41:00,""0.829"",""64"",""20"",""50.0"",""981.04"","""","""","""","""","""""
"2025-04-28 21:40:00,""0.855"",""63"",""20"",""49.0"",""981.02"","""","""","""","""","""""
"2025-04-28 21:39:00,""0.881"",""63"",""19"",""49.0"",""981.05"","""","""","""","""","""""
"2025-04-28 21:38:00,""0.91"",""62"",""19"",""52.0"",""981.03"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-28 21:37:00,""0.941"",""62"",""19"",""50.0"",""981.02"",""2.0"",""4.0"",""6.0"","""","""""
"2025-04-28 21:36:00,""0.972"",""61"",""20"",""49.0"",""981.03"","""","""","""","""","""""
"2025-04-28 21:35:00,""1.003"",""61"",""20"",""49.0"",""981.02"","""","""","""","""","""""
"2025-04-28 21:34:00,""1.038"",""60"",""20"",""50.0"",""981.03"","""","""","""","""","""""
"2025-04-28 21:33:00,""1.073"",""60"",""20"",""49.0"",""981.02"","""","""","""","""","""""
"2025-04-28 21:32:00,""1.107"",""59"",""20"",""49.0"",""981.00"","""","""","""","""","""""
"2025-04-28 21:31:00,""1.146"",""58"",""20"",""50.0"",""981.00"","""","""","""","""","""""
"2025-04-28 21:30:00,""1.179"",""58"",""20"",""49.0"",""980.97"","""","""","""","""","""""
"2025-04-28 21:29:00,""1.209"",""57"",""20"",""49.0"",""980.97"","""","""","""","""","""""
"2025-04-28 21:28:00,""1.238"",""57"",""20"",""49.0"",""980.87"","""","""","""","""","""""
"2025-04-28 21:27:00,""1.259"",""56"",""20"",""48.0"",""980.87"","""","""","""","""","""""
"2025-04-28 21:26:00,""1.291"",""56"",""20"",""48.0"",""980.85"","""","""","""","""","""""
"2025-04-28 21:25:00,""1.329"",""55"",""20"",""48.0"",""980.83"","""","""","""","""","""""
"2025-04-28 21:24:00,""1.363"",""55"",""21"",""46.0"",""980.80"","""","""","""","""","""""
"2025-04-28 21:23:00,""1.401"",""54"",""20"",""46.0"",""980.80"","""","""","""","""","""""
"2025-04-28 21:22:00,""1.444"",""53"",""20"",""49.0"",""980.79"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-28 21:21:00,""1.488"",""52"",""20"",""47.0"",""980.79"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 21:20:00,""1.517"",""52"",""21"",""45.0"",""980.78"","""","""","""","""","""""
"2025-04-28 21:19:00,""1.549"",""51"",""21"",""46.0"",""980.74"","""","""","""","""","""""
"2025-04-28 21:18:00,""1.58"",""51"",""21"",""46.0"",""980.72"","""","""","""","""","""""
"2025-04-28 21:17:00,""1.601"",""50"",""21"",""44.0"",""980.69"","""","""","""","""","""""
"2025-04-28 21:16:00,""1.598"",""50"",""21"",""44.0"",""980.65"","""","""","""","""","""""
"2025-04-28 21:15:00,""1.591"",""51"",""21"",""44.0"",""980.65"","""","""","""","""","""""
"2025-04-28 21:14:00,""1.59"",""51"",""21"",""44.0"",""980.65"","""","""","""","""","""""
"2025-04-28 21:13:00,""1.587"",""51"",""21"",""45.0"",""980.67"","""","""","""","""","""""
"2025-04-28 21:12:00,""1.582"",""51"",""21"",""45.0"",""980.65"","""","""","""","""","""""
"2025-04-28 21:11:00,""1.578"",""51"",""21"",""44.0"",""980.66"","""","""","""","""","""""
"2025-04-28 21:10:00,""1.572"",""51"",""21"",""45.0"",""980.64"","""","""","""","""","""""
"2025-04-28 21:09:00,""1.572"",""51"",""21"",""45.0"",""980.64"","""","""","""","""","""""
"2025-04-28 21:08:00,""1.579"",""51"",""21"",""45.0"",""980.61"","""","""","""","""","""""
"2025-04-28 21:07:00,""1.599"",""50"",""21"",""46.0"",""980.60"","""","""","""","""","""""
"2025-04-28 21:06:00,""1.632"",""50"",""21"",""46.0"",""980.60"",""3.0"",""5.0"",""6.0"","""","""""
"2025-04-28 21:05:00,""1.666"",""49"",""21"",""45.0"",""980.58"",""2.0"",""3.0"",""5.0"","""","""""
"2025-04-28 21:04:00,""1.666"",""49"",""21"",""45.0"",""980.55"","""","""","""","""","""""
"2025-04-28 21:03:00,""1.653"",""50"",""22"",""43.0"",""980.55"","""","""","""","""","""""
"2025-04-28 21:02:00,""1.638"",""50"",""22"",""42.0"",""980.55"","""","""","""","""","""""
"2025-04-28 21:01:00,""1.625"",""50"",""22"",""42.0"",""980.54"","""","""","""","""","""""
"2025-04-28 21:00:00,""1.612"",""50"",""22"",""42.0"",""980.52"","""","""","""","""","""""
"2025-04-28 20:59:00,""1.597"",""50"",""22"",""42.0"",""980.54"","""","""","""","""","""""
"2025-04-28 20:58:00,""1.587"",""51"",""22"",""42.0"",""980.55"","""","""","""","""","""""
"2025-04-28 20:57:00,""1.577"",""51"",""22"",""42.0"",""980.54"","""","""","""","""","""""
"2025-04-28 20:56:00,""1.569"",""51"",""22"",""42.0"",""980.54"","""","""","""","""","""""
"2025-04-28 20:55:00,""1.566"",""51"",""22"",""42.0"",""980.54"","""","""","""","""","""""
"2025-04-28 20:54:00,""1.565"",""51"",""22"",""42.0"",""980.52"","""","""","""","""","""""
"2025-04-28 20:53:00,""1.564"",""51"",""22"",""42.0"",""980.53"","""","""","""","""","""""
"2025-04-28 20:52:00,""1.567"",""51"",""22"",""42.0"",""980.54"","""","""","""","""","""""
"2025-04-28 20:51:00,""1.581"",""51"",""22"",""42.0"",""980.55"","""","""","""","""","""""
"2025-04-28 20:50:00,""1.612"",""50"",""22"",""42.0"",""980.55"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-28 20:49:00,""1.65"",""50"",""22"",""42.0"",""980.55"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 20:48:00,""1.658"",""49"",""22"",""41.0"",""980.56"","""","""","""","""","""""
"2025-04-28 20:47:00,""1.656"",""49"",""22"",""41.0"",""980.53"","""","""","""","""","""""
"2025-04-28 20:46:00,""1.66"",""49"",""22"",""41.0"",""980.53"","""","""","""","""","""""
"2025-04-28 20:45:00,""1.661"",""49"",""22"",""41.0"",""980.53"","""","""","""","""","""""
"2025-04-28 20:44:00,""1.657"",""49"",""22"",""39.0"",""980.51"","""","""","""","""","""""
"2025-04-28 20:43:00,""1.646"",""50"",""23"",""39.0"",""980.51"","""","""","""","""","""""
"2025-04-28 20:42:00,""1.636"",""50"",""23"",""39.0"",""980.50"","""","""","""","""","""""
"2025-04-28 20:41:00,""1.629"",""50"",""23"",""39.0"",""980.49"","""","""","""","""","""""
"2025-04-28 20:40:00,""1.624"",""50"",""23"",""39.0"",""980.51"","""","""","""","""","""""
"2025-04-28 20:39:00,""1.621"",""50"",""23"",""39.0"",""980.50"","""","""","""","""","""""
"2025-04-28 20:38:00,""1.616"",""50"",""23"",""39.0"",""980.52"","""","""","""","""","""""
"2025-04-28 20:37:00,""1.614"",""50"",""23"",""39.0"",""980.51"","""","""","""","""","""""
"2025-04-28 20:36:00,""1.616"",""50"",""23"",""39.0"",""980.49"","""","""","""","""","""""
"2025-04-28 20:35:00,""1.629"",""50"",""23"",""39.0"",""980.50"","""","""","""","""","""""
"2025-04-28 20:34:00,""1.657"",""49"",""23"",""40.0"",""980.49"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-28 20:33:00,""1.695"",""49"",""23"",""39.0"",""980.49"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 20:32:00,""1.704"",""49"",""23"",""39.0"",""980.46"","""","""","""","""","""""
"2025-04-28 20:31:00,""1.694"",""49"",""23"",""39.0"",""980.45"","""","""","""","""","""""
"2025-04-28 20:30:00,""1.682"",""49"",""23"",""39.0"",""980.46"","""","""","""","""","""""
"2025-04-28 20:29:00,""1.669"",""49"",""23"",""39.0"",""980.45"","""","""","""","""","""""
"2025-04-28 20:28:00,""1.658"",""49"",""23"",""39.0"",""980.41"","""","""","""","""","""""
"2025-04-28 20:27:00,""1.647"",""50"",""23"",""39.0"",""980.41"","""","""","""","""","""""
"2025-04-28 20:26:00,""1.634"",""50"",""23"",""39.0"",""980.43"","""","""","""","""","""""
"2025-04-28 20:25:00,""1.623"",""50"",""23"",""39.0"",""980.44"","""","""","""","""","""""
"2025-04-28 20:24:00,""1.614"",""50"",""23"",""39.0"",""980.43"","""","""","""","""","""""
"2025-04-28 20:23:00,""1.607"",""50"",""23"",""39.0"",""980.41"","""","""","""","""","""""
"2025-04-28 20:22:00,""1.601"",""50"",""23"",""39.0"",""980.40"","""","""","""","""","""""
"2025-04-28 20:21:00,""1.598"",""50"",""23"",""39.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:20:00,""1.597"",""50"",""23"",""39.0"",""980.40"","""","""","""","""","""""
"2025-04-28 20:19:00,""1.605"",""50"",""23"",""39.0"",""980.40"","""","""","""","""","""""
"2025-04-28 20:18:00,""1.628"",""50"",""23"",""39.0"",""980.41"","""","""","""","""","""""
"2025-04-28 20:17:00,""1.666"",""49"",""23"",""39.0"",""980.40"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 20:16:00,""1.681"",""49"",""23"",""39.0"",""980.38"","""","""","""","""","""""
"2025-04-28 20:15:00,""1.669"",""49"",""23"",""38.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:14:00,""1.657"",""49"",""24"",""37.0"",""980.40"","""","""","""","""","""""
"2025-04-28 20:13:00,""1.647"",""50"",""24"",""37.0"",""980.41"","""","""","""","""","""""
"2025-04-28 20:12:00,""1.636"",""50"",""24"",""37.0"",""980.37"","""","""","""","""","""""
"2025-04-28 20:11:00,""1.626"",""50"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:10:00,""1.616"",""50"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:09:00,""1.605"",""50"",""24"",""37.0"",""980.38"","""","""","""","""","""""
"2025-04-28 20:08:00,""1.595"",""51"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:07:00,""1.586"",""51"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:06:00,""1.581"",""51"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:05:00,""1.578"",""51"",""24"",""37.0"",""980.40"","""","""","""","""","""""
"2025-04-28 20:04:00,""1.576"",""51"",""24"",""37.0"",""980.40"","""","""","""","""","""""
"2025-04-28 20:03:00,""1.583"",""51"",""24"",""37.0"",""980.40"","""","""","""","""","""""
"2025-04-28 20:02:00,""1.606"",""50"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 20:01:00,""1.643"",""50"",""24"",""37.0"",""980.38"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-28 20:00:00,""1.657"",""49"",""24"",""37.0"",""980.39"",""2.0"",""5.0"",""8.0"","""","""""
"2025-04-28 19:59:00,""1.644"",""50"",""24"",""37.0"",""980.41"","""","""","""","""","""""
"2025-04-28 19:58:00,""1.632"",""50"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 19:57:00,""1.623"",""50"",""24"",""37.0"",""980.40"","""","""","""","""","""""
"2025-04-28 19:56:00,""1.613"",""50"",""24"",""37.0"",""980.40"","""","""","""","""","""""
"2025-04-28 19:55:00,""1.603"",""50"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 19:54:00,""1.592"",""51"",""24"",""37.0"",""980.39"","""","""","""","""","""""
"2025-04-28 19:53:00,""1.58"",""51"",""24"",""37.0"",""980.40"","""","""","""","""","""""
"2025-04-28 19:52:00,""1.571"",""51"",""24"",""36.0"",""980.40"","""","""","""","""","""""
"2025-04-28 19:51:00,""1.563"",""51"",""25"",""35.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:50:00,""1.555"",""51"",""25"",""35.0"",""980.35"","""","""","""","""","""""
"2025-04-28 19:49:00,""1.549"",""51"",""25"",""35.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:48:00,""1.543"",""51"",""25"",""35.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:47:00,""1.544"",""51"",""25"",""35.0"",""980.39"","""","""","""","""","""""
"2025-04-28 19:46:00,""1.561"",""51"",""24"",""36.0"",""980.39"","""","""","""","""","""""
"2025-04-28 19:45:00,""1.595"",""51"",""24"",""37.0"",""980.39"",""2.0"",""3.0"",""4.0"","""","""""
"2025-04-28 19:44:00,""1.613"",""50"",""25"",""36.0"",""980.37"",""1.0"",""4.0"",""7.0"","""","""""
"2025-04-28 19:43:00,""1.604"",""50"",""25"",""36.0"",""980.38"","""","""","""","""","""""
"2025-04-28 19:42:00,""1.592"",""51"",""25"",""36.0"",""980.38"","""","""","""","""","""""
"2025-04-28 19:41:00,""1.579"",""51"",""25"",""36.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:40:00,""1.568"",""51"",""25"",""36.0"",""980.38"","""","""","""","""","""""
"2025-04-28 19:39:00,""1.556"",""51"",""25"",""36.0"",""980.35"","""","""","""","""","""""
"2025-04-28 19:38:00,""1.548"",""51"",""25"",""36.0"",""980.35"","""","""","""","""","""""
"2025-04-28 19:37:00,""1.546"",""51"",""25"",""36.0"",""980.38"","""","""","""","""","""""
"2025-04-28 19:36:00,""1.539"",""51"",""25"",""36.0"",""980.40"","""","""","""","""","""""
"2025-04-28 19:35:00,""1.526"",""52"",""25"",""36.0"",""980.39"","""","""","""","""","""""
"2025-04-28 19:34:00,""1.515"",""52"",""25"",""36.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:33:00,""1.51"",""52"",""25"",""36.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:32:00,""1.509"",""52"",""25"",""36.0"",""980.39"","""","""","""","""","""""
"2025-04-28 19:31:00,""1.514"",""52"",""25"",""36.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:30:00,""1.53"",""52"",""25"",""36.0"",""980.37"","""","""","""","""","""""
"2025-04-28 19:29:00,""1.562"",""51"",""25"",""36.0"",""980.35"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 19:28:00,""1.578"",""51"",""25"",""36.0"",""980.35"",""3.0"",""5.0"",""8.0"","""","""""
"2025-04-28 19:27:00,""1.564"",""51"",""25"",""36.0"",""980.33"","""","""","""","""","""""
"2025-04-28 19:26:00,""1.554"",""51"",""25"",""36.0"",""980.33"","""","""","""","""","""""
"2025-04-28 19:25:00,""1.54"",""51"",""25"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 19:24:00,""1.523"",""52"",""25"",""36.0"",""980.33"","""","""","""","""","""""
"2025-04-28 19:23:00,""1.507"",""52"",""25"",""36.0"",""980.28"","""","""","""","""","""""
"2025-04-28 19:22:00,""1.493"",""52"",""25"",""36.0"",""980.31"","""","""","""","""","""""
"2025-04-28 19:21:00,""1.484"",""52"",""25"",""36.0"",""980.30"","""","""","""","""","""""
"2025-04-28 19:20:00,""1.478"",""53"",""25"",""36.0"",""980.30"","""","""","""","""","""""
"2025-04-28 19:19:00,""1.472"",""53"",""25"",""36.0"",""980.27"","""","""","""","""","""""
"2025-04-28 19:18:00,""1.467"",""53"",""25"",""36.0"",""980.24"","""","""","""","""","""""
"2025-04-28 19:17:00,""1.461"",""53"",""25"",""36.0"",""980.24"","""","""","""","""","""""
"2025-04-28 19:16:00,""1.457"",""53"",""25"",""36.0"",""980.24"","""","""","""","""","""""
"2025-04-28 19:15:00,""1.464"",""53"",""25"",""36.0"",""980.23"","""","""","""","""","""""
"2025-04-28 19:14:00,""1.478"",""53"",""25"",""36.0"",""980.24"","""","""","""","""","""""
"2025-04-28 19:13:00,""1.506"",""52"",""25"",""36.0"",""980.26"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 19:12:00,""1.52"",""52"",""25"",""36.0"",""980.27"",""2.0"",""5.0"",""6.0"","""","""""
"2025-04-28 19:11:00,""1.504"",""52"",""25"",""36.0"",""980.26"","""","""","""","""","""""
"2025-04-28 19:10:00,""1.487"",""52"",""25"",""36.0"",""980.26"","""","""","""","""","""""
"2025-04-28 19:09:00,""1.477"",""53"",""25"",""36.0"",""980.25"","""","""","""","""","""""
"2025-04-28 19:08:00,""1.469"",""53"",""25"",""36.0"",""980.24"","""","""","""","""","""""
"2025-04-28 19:07:00,""1.46"",""53"",""25"",""36.0"",""980.27"","""","""","""","""","""""
"2025-04-28 19:06:00,""1.446"",""53"",""25"",""35.0"",""980.27"","""","""","""","""","""""
"2025-04-28 19:05:00,""1.434"",""53"",""26"",""35.0"",""980.25"","""","""","""","""","""""
"2025-04-28 19:04:00,""1.424"",""53"",""26"",""35.0"",""980.26"","""","""","""","""","""""
"2025-04-28 19:03:00,""1.415"",""54"",""26"",""35.0"",""980.28"","""","""","""","""","""""
"2025-04-28 19:02:00,""1.404"",""54"",""26"",""35.0"",""980.26"","""","""","""","""","""""
"2025-04-28 19:01:00,""1.398"",""54"",""26"",""35.0"",""980.27"","""","""","""","""","""""
"2025-04-28 19:00:00,""1.391"",""54"",""26"",""35.0"",""980.26"","""","""","""","""","""""
"2025-04-28 18:59:00,""1.392"",""54"",""26"",""35.0"",""980.27"","""","""","""","""","""""
"2025-04-28 18:58:00,""1.403"",""54"",""25"",""35.0"",""980.27"","""","""","""","""","""""
"2025-04-28 18:57:00,""1.428"",""53"",""25"",""37.0"",""980.27"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 18:56:00,""1.447"",""53"",""25"",""35.0"",""980.25"",""2.0"",""3.0"",""5.0"","""","""""
"2025-04-28 18:55:00,""1.441"",""53"",""26"",""35.0"",""980.26"","""","""","""","""","""""
"2025-04-28 18:54:00,""1.437"",""53"",""26"",""35.0"",""980.24"","""","""","""","""","""""
"2025-04-28 18:53:00,""1.428"",""53"",""26"",""35.0"",""980.23"","""","""","""","""","""""
"2025-04-28 18:52:00,""1.422"",""54"",""26"",""35.0"",""980.23"","""","""","""","""","""""
"2025-04-28 18:51:00,""1.419"",""54"",""26"",""35.0"",""980.23"","""","""","""","""","""""
"2025-04-28 18:50:00,""1.411"",""54"",""26"",""35.0"",""980.25"","""","""","""","""","""""
"2025-04-28 18:49:00,""1.406"",""54"",""26"",""35.0"",""980.26"","""","""","""","""","""""
"2025-04-28 18:48:00,""1.41"",""54"",""26"",""35.0"",""980.26"","""","""","""","""","""""
"2025-04-28 18:47:00,""1.402"",""54"",""26"",""36.0"",""980.25"","""","""","""","""","""""
"2025-04-28 18:46:00,""1.397"",""54"",""26"",""36.0"",""980.23"","""","""","""","""","""""
"2025-04-28 18:45:00,""1.391"",""54"",""26"",""36.0"",""980.23"","""","""","""","""","""""
"2025-04-28 18:44:00,""1.385"",""54"",""26"",""35.0"",""980.21"","""","""","""","""","""""
"2025-04-28 18:43:00,""1.381"",""54"",""26"",""35.0"",""980.23"","""","""","""","""","""""
"2025-04-28 18:42:00,""1.395"",""54"",""26"",""36.0"",""980.22"","""","""","""","""","""""
"2025-04-28 18:41:00,""1.421"",""54"",""26"",""36.0"",""980.24"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-28 18:40:00,""1.44"",""53"",""26"",""35.0"",""980.26"",""3.0"",""5.0"",""7.0"","""","""""
"2025-04-28 18:39:00,""1.431"",""53"",""26"",""35.0"",""980.25"","""","""","""","""","""""
"2025-04-28 18:38:00,""1.426"",""53"",""26"",""36.0"",""980.26"","""","""","""","""","""""
"2025-04-28 18:37:00,""1.427"",""53"",""26"",""36.0"",""980.28"","""","""","""","""","""""
"2025-04-28 18:36:00,""1.433"",""53"",""26"",""36.0"",""980.27"","""","""","""","""","""""
"2025-04-28 18:35:00,""1.424"",""53"",""26"",""35.0"",""980.27"","""","""","""","""","""""
"2025-04-28 18:34:00,""1.41"",""54"",""26"",""35.0"",""980.28"","""","""","""","""","""""
"2025-04-28 18:33:00,""1.398"",""54"",""26"",""35.0"",""980.29"","""","""","""","""","""""
"2025-04-28 18:32:00,""1.389"",""54"",""26"",""35.0"",""980.28"","""","""","""","""","""""
"2025-04-28 18:31:00,""1.386"",""54"",""26"",""35.0"",""980.28"","""","""","""","""","""""
"2025-04-28 18:30:00,""1.381"",""54"",""26"",""36.0"",""980.30"","""","""","""","""","""""
"2025-04-28 18:29:00,""1.382"",""54"",""26"",""36.0"",""980.29"","""","""","""","""","""""
"2025-04-28 18:28:00,""1.376"",""54"",""26"",""36.0"",""980.29"","""","""","""","""","""""
"2025-04-28 18:27:00,""1.37"",""54"",""26"",""36.0"",""980.30"","""","""","""","""","""""
"2025-04-28 18:26:00,""1.381"",""54"",""26"",""36.0"",""980.29"","""","""","""","""","""""
"2025-04-28 18:25:00,""1.407"",""54"",""26"",""36.0"",""980.30"",""4.0"",""5.0"",""6.0"","""","""""
"2025-04-28 18:24:00,""1.428"",""53"",""26"",""36.0"",""980.30"",""4.0"",""6.0"",""7.0"","""","""""
"2025-04-28 18:23:00,""1.427"",""53"",""26"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 18:22:00,""1.422"",""54"",""26"",""36.0"",""980.33"","""","""","""","""","""""
"2025-04-28 18:21:00,""1.407"",""54"",""26"",""36.0"",""980.30"","""","""","""","""","""""
"2025-04-28 18:20:00,""1.4"",""54"",""26"",""36.0"",""980.31"","""","""","""","""","""""
"2025-04-28 18:19:00,""1.39"",""54"",""26"",""36.0"",""980.33"","""","""","""","""","""""
"2025-04-28 18:18:00,""1.377"",""54"",""26"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 18:17:00,""1.367"",""54"",""26"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 18:16:00,""1.353"",""55"",""26"",""36.0"",""980.34"","""","""","""","""","""""
"2025-04-28 18:15:00,""1.339"",""55"",""26"",""36.0"",""980.34"","""","""","""","""","""""
"2025-04-28 18:14:00,""1.331"",""55"",""26"",""36.0"",""980.34"","""","""","""","""","""""
"2025-04-28 18:13:00,""1.326"",""55"",""26"",""36.0"",""980.31"","""","""","""","""","""""
"2025-04-28 18:12:00,""1.325"",""55"",""26"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 18:11:00,""1.323"",""55"",""26"",""37.0"",""980.33"","""","""","""","""","""""
"2025-04-28 18:10:00,""1.327"",""55"",""26"",""37.0"",""980.33"","""","""","""","""","""""
"2025-04-28 18:09:00,""1.345"",""55"",""26"",""37.0"",""980.31"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 18:08:00,""1.365"",""55"",""26"",""37.0"",""980.30"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 18:07:00,""1.363"",""55"",""26"",""36.0"",""980.31"","""","""","""","""","""""
"2025-04-28 18:06:00,""1.347"",""55"",""26"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 18:05:00,""1.334"",""55"",""26"",""36.0"",""980.33"","""","""","""","""","""""
"2025-04-28 18:04:00,""1.32"",""55"",""26"",""36.0"",""980.31"","""","""","""","""","""""
"2025-04-28 18:03:00,""1.305"",""56"",""26"",""36.0"",""980.33"","""","""","""","""","""""
"2025-04-28 18:02:00,""1.291"",""56"",""26"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 18:01:00,""1.271"",""56"",""26"",""36.0"",""980.32"","""","""","""","""","""""
"2025-04-28 18:00:00,""1.258"",""56"",""26"",""36.0"",""980.30"","""","""","""","""","""""
"2025-04-28 17:59:00,""1.257"",""56"",""26"",""36.0"",""980.31"","""","""","""","""","""""
"2025-04-28 17:58:00,""1.255"",""56"",""26"",""36.0"",""980.34"","""","""","""","""","""""
"2025-04-28 17:57:00,""1.255"",""56"",""26"",""36.0"",""980.34"","""","""","""","""","""""
"2025-04-28 17:56:00,""1.258"",""56"",""26"",""35.0"",""980.34"","""","""","""","""","""""
"2025-04-28 17:55:00,""1.275"",""56"",""27"",""34.0"",""980.34"","""","""","""","""","""""
"2025-04-28 17:54:00,""1.283"",""56"",""26"",""35.0"",""980.34"","""","""","""","""","""""
"2025-04-28 17:53:00,""1.304"",""56"",""26"",""36.0"",""980.36"",""2.0"",""3.0"",""4.0"","""","""""
"2025-04-28 17:52:00,""1.329"",""55"",""26"",""36.0"",""980.36"",""3.0"",""5.0"",""7.0"","""","""""
"2025-04-28 17:51:00,""1.337"",""55"",""26"",""36.0"",""980.40"","""","""","""","""","""""
"2025-04-28 17:50:00,""1.342"",""55"",""26"",""35.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:49:00,""1.35"",""55"",""27"",""34.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:48:00,""1.353"",""55"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:47:00,""1.355"",""55"",""27"",""34.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:46:00,""1.353"",""55"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:45:00,""1.341"",""55"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:44:00,""1.331"",""55"",""27"",""34.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:43:00,""1.326"",""55"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:42:00,""1.328"",""55"",""27"",""34.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:41:00,""1.338"",""55"",""27"",""34.0"",""980.39"","""","""","""","""","""""
"2025-04-28 17:40:00,""1.343"",""55"",""27"",""34.0"",""980.41"","""","""","""","""","""""
"2025-04-28 17:39:00,""1.357"",""55"",""27"",""35.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:38:00,""1.375"",""54"",""27"",""35.0"",""980.39"","""","""","""","""","""""
"2025-04-28 17:37:00,""1.395"",""54"",""26"",""35.0"",""980.41"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-28 17:36:00,""1.414"",""54"",""27"",""34.0"",""980.40"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 17:35:00,""1.407"",""54"",""27"",""34.0"",""980.41"","""","""","""","""","""""
"2025-04-28 17:34:00,""1.397"",""54"",""27"",""35.0"",""980.40"","""","""","""","""","""""
"2025-04-28 17:33:00,""1.384"",""54"",""27"",""34.0"",""980.39"","""","""","""","""","""""
"2025-04-28 17:32:00,""1.358"",""55"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:31:00,""1.336"",""55"",""27"",""34.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:30:00,""1.323"",""55"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:29:00,""1.311"",""55"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:28:00,""1.302"",""56"",""27"",""34.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:27:00,""1.296"",""56"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:26:00,""1.295"",""56"",""27"",""35.0"",""980.36"","""","""","""","""","""""
"2025-04-28 17:25:00,""1.289"",""56"",""27"",""34.0"",""980.41"","""","""","""","""","""""
"2025-04-28 17:24:00,""1.285"",""56"",""27"",""34.0"",""980.39"","""","""","""","""","""""
"2025-04-28 17:23:00,""1.287"",""56"",""27"",""34.0"",""980.38"","""","""","""","""","""""
"2025-04-28 17:22:00,""1.297"",""56"",""27"",""34.0"",""980.37"","""","""","""","""","""""
"2025-04-28 17:21:00,""1.316"",""55"",""27"",""34.0"",""980.45"",""2.0"",""3.0"",""4.0"","""","""""
"2025-04-28 17:20:00,""1.34"",""55"",""27"",""34.0"",""980.44"",""2.0"",""4.0"",""6.0"","""","""""
"2025-04-28 17:19:00,""1.347"",""55"",""27"",""34.0"",""980.42"","""","""","""","""","""""
"2025-04-28 17:18:00,""1.343"",""55"",""27"",""34.0"",""980.43"","""","""","""","""","""""
